ALL,params.sys.analog.calib.v_vz.gain,100
ALL,params.sys.analog.calib.v_vz.offset,0
ALL,params.sys.analog.calib.v_wz.gain,100
ALL,params.sys.analog.calib.v_wz.offset,0
ALL,params.sys.analog.calib.v_dc.gain,100
ALL,params.sys.analog.calib.v_dc.offset,0
ALL,params.sys.analog.calib.temp_ps.gain,100
ALL,params.sys.analog.calib.temp_ps.offset,0
ALL,params.sys.analog.calib.pot.gain,100
ALL,params.sys.analog.calib.pot.offset,0
ALL,,
ALL,params.sys.analog.filt.w0_i_ph,2.39e+03
ALL,params.sys.analog.filt.w0_v_ph,2.39e+03
ALL,params.sys.analog.filt.w0_v_dc,0.1
ALL,params.sys.analog.filt.w0_temp_ps,1
ALL,params.sys.analog.filt.w0_pot,0.2
ALL,,
ALL,params.sys.analog.shunt.type,0
ALL,params.sys.analog.shunt.res,0.01
ALL,params.sys.analog.shunt.opamp_gain,2
ALL,,
ALL,params.sys.analog.shunt.hyb_mod.adc_t_min,3e-06
ALL,params.sys.analog.shunt.hyb_mod.ki,0.5
ALL,params.sys.analog.shunt.hyb_mod.adc_d_min,9
ALL,,
ALL,params.sys.rate_lim.w_cmd.elec,66.7
RFO_TBC,params.sys.rate_lim.i_cmd,1.08e+03
SFO,,
ALL,,
ALL,params.sys.faults.oc_thresh,120
ALL,params.sys.faults.vdc_time,0.3
ALL,params.sys.faults.temp_ps_thresh,90
ALL,params.sys.faults.short_method,2
ALL,params.sys.faults.max_clr_tries,4
ALL,params.sys.faults.watchdog_time,1000
ALL,params.sys.faults.vdc_thresh.min,16.8
ALL,params.sys.faults.vdc_thresh.max,31.2
ALL,params.sys.faults.w_thresh.elec,800
ALL,params.sys.faults.cmd_clr_thresh,2.5
ALL,,
ALL,params.sys.cmd.source,0
ALL,params.sys.cmd.w_max.mech,66.7
RFO_TBC,params.sys.cmd.i_max,1.75
SFO,,
ALL,,
SFO_RFO,params.sys.fb.mode,0
TBC,,
ALL,,
ALL,params.sys.fb.hall.w0_w,100
ALL,params.sys.fb.hall.w0_th.min,1
ALL,params.sys.fb.hall.w0_th.max,100
ALL,params.sys.fb.hall.tau_ratio,0.8
ALL,params.sys.fb.hall.w_thresh.elec,6.67
ALL,params.sys.fb.hall.th_r_offset.elec,0
ALL,params.sys.fb.hall.deb_time,1e-06
ALL,params.sys.fb.hall.block_comm_offset_comp,0
RFO,params.obs.w_thresh.elec,53.3
SFO,,
RFO,params.obs.w_hyst.elec,13.3
SFO,,
RFO,params.obs.lock_time,0.2
SFO,,
SFO_RFO,,
RFO,params.obs.flux_filt.k1,0.2
SFO,,
RFO,params.obs.flux_filt.k2,0.02
SFO,,
RFO,params.obs.flux_filt.k3,0.002
SFO,,
RFO,params.obs.flux_filt.c1_coeff,0.222
SFO,,
RFO,params.obs.flux_filt.c2_coeff,0.00444
SFO,,
RFO,params.obs.flux_filt.c3_coeff,8e-06
SFO,,
RFO,params.obs.flux_filt.gain,1.02
SFO,,
RFO,params.obs.flux_filt.th_p.elec,12.6
SFO,,
RFO,params.obs.flux_filt.phase_lead.sine,-0.218
SFO,,
RFO,params.obs.flux_filt.phase_lead.cosine,0.976
SFO,,
SFO_RFO,,
RFO,params.obs.biquad_a[0],1
SFO,,
RFO,params.obs.biquad_a[1],0
SFO,,
RFO,params.obs.biquad_a[2],0
SFO,,
RFO,params.obs.biquad_b[0],1
SFO,,
RFO,params.obs.biquad_b[1],0.00849
SFO,,
RFO,params.obs.biquad_b[2],1.35e-05
SFO,,
SFO_RFO,,
RFO,params.obs.pll.w0,75
SFO,,
RFO,params.obs.pll.w_max.elec,600
SFO,,
RFO,params.obs.pll.kp,7.85e+04
SFO,,
RFO,params.obs.pll.ki,1.85e+07
SFO,,
RFO,params.obs.pll.th_offset.elec,12.6
SFO,,
ALL,params.mech.inertia,1.1e-05
ALL,params.mech.viscous,1.2e-05
ALL,params.mech.friction,0.0061
RFO_TBC,params.filt.acc_w0,1
SFO,,
ALL,params.filt.trq_w0,1
ALL,,
RFO_TBC,params.filt.spd_ar_en,1
SFO,,
RFO_TBC,params.filt.spd_ar_wp[0],100
SFO,,
RFO_TBC,params.filt.spd_ar_wp[1],100
SFO,,
RFO_TBC,params.filt.spd_ar_wz[0],4e+03
SFO,,
RFO_TBC,params.filt.spd_ar_wz[1],4e+03
SFO,,
RFO,params.ctrl.mode,9
SFO,,
TBC,,
ALL,,
RFO,params.ctrl.speed.bw,5
SFO,,
TBC,,
RFO,params.ctrl.speed.ol_cl_tr_coeff,40
SFO,,
TBC,,
RFO,params.ctrl.speed.kp,0.0024
RFO,params.ctrl.speed.ki,0.262
TBC,,
TBC,,
SFO,,
SFO,,
ALL,,
RFO,params.ctrl.speed.ff_k_inertia,7.64e-05
RFO,params.ctrl.speed.ff_k_viscous,8.33e-05
RFO,params.ctrl.speed.ff_k_friction,0.169
TBC,,
TBC,,
TBC,,
SFO,,
SFO,,
SFO,,
RFO_TBC,,
TBC,,
TBC,,
RFO,params.ctrl.curr.bw,600
TBC,,
RFO,params.ctrl.curr.ff_coef,100
TBC,,
RFO,params.ctrl.curr.i_cmd_thresh,0.525
TBC,,
RFO,params.ctrl.curr.i_cmd_hyst,0.42
TBC,,
RFO,params.ctrl.curr.kp.q,2.26
RFO,params.ctrl.curr.kp.d,2.26
RFO,params.ctrl.curr.ki.q,1.51e+03
RFO,params.ctrl.curr.ki.d,1.51e+03
RFO,params.ctrl.curr.v_max.q,13.9
RFO,params.ctrl.curr.v_max.d,13.9
TBC,,
TBC,,
TBC,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
SFO,,
ALL,,
ALL,params.ctrl.volt.w_thresh.elec,13.3
ALL,params.ctrl.volt.w_hyst.elec,6.67
ALL,params.ctrl.volt.v_min,0.14
ALL,params.ctrl.volt.v_to_f_ratio,0.0087
ALL,params.ctrl.volt.mod_method,0
ALL,,
ALL,params.ctrl.volt.five_seg.en,0
ALL,params.ctrl.volt.five_seg.active_mi,10
ALL,params.ctrl.volt.five_seg.inactive_mi,5
ALL,params.ctrl.volt.five_seg.w0_filt,15
SFO_RFO,,
RFO,params.ctrl.flux_weaken.en,1
SFO,,
RFO,params.ctrl.flux_weaken.vdc_coeff,0.8
SFO,,
RFO,params.ctrl.flux_weaken.bw,2
RFO,params.ctrl.flux_weaken.ki,0.000605
SFO,,
SFO_RFO,,
SFO_RFO,params.ctrl.align.time,0.25
SFO_RFO,params.ctrl.align.voltage,4.32
SFO_RFO,,
SFO_RFO,params.ctrl.six_pulse_inj.i_peak,1.75
SFO_RFO,params.ctrl.six_pulse_inj.t_on,0.00153
SFO_RFO,params.ctrl.six_pulse_inj.t_off,0.015
SFO_RFO,params.ctrl.six_pulse_inj.v_pulse,1.66
SFO_RFO,,
RFO,params.ctrl.high_freq_inj.w_h,1.5e+03
SFO,,
RFO,params.ctrl.high_freq_inj.w_sep,150
SFO,,
RFO,params.ctrl.high_freq_inj.i_qd_r_peak.d,0.25
SFO,,
RFO,params.ctrl.high_freq_inj.v_qd_r_coeff.q,0.00015
SFO,,
RFO,params.ctrl.high_freq_inj.v_qd_r_coeff.d,1.41
SFO,,
RFO,params.ctrl.high_freq_inj.i_qd_r_peak.q,0.00124
SFO,,
RFO,params.ctrl.high_freq_inj.bw_red_coeff,25
SFO,,
RFO,params.ctrl.high_freq_inj.lock_time,0.212
SFO,,
SFO_RFO,,
RFO,params.ctrl.high_freq_inj.pll.w0,30
SFO,,
RFO,params.ctrl.high_freq_inj.pll.w_max.elec,675
SFO,,
RFO,params.ctrl.high_freq_inj.pll.kp,1.52e+05
SFO,,
RFO,params.ctrl.high_freq_inj.pll.ki,7.18e+06
SFO,,
RFO,params.ctrl.high_freq_inj.pll.th_offset.elec,0
SFO,,
RFO,,
SFO,,
RFO,params.ctrl.high_freq_inj.lpf_biquad_a[0],1
SFO,,
RFO,params.ctrl.high_freq_inj.lpf_biquad_a[1],0
SFO,,
RFO,params.ctrl.high_freq_inj.lpf_biquad_a[2],0
SFO,,
RFO,params.ctrl.high_freq_inj.lpf_biquad_b[0],1
SFO,,
RFO,params.ctrl.high_freq_inj.lpf_biquad_b[1],0.00212
SFO,,
RFO,params.ctrl.high_freq_inj.lpf_biquad_b[2],1.13e-06
SFO,,
TBC,,
TBC,,
TBC,,
TBC,,
TBC,,
TBC,,
TBC,,
TBC,,
TBC,,
